word,translation,freq,category,example,diff
radiotherapy,放射治疗,2,physiology,"However, the potential for an adverse cardiopulmonary event might be higher amon",hard
ramp,斜坡,8,physiology,Open circuit spirometry is used to measure V∙ O2max during a graded incremental ,medium
rampello,兰佩洛,1,cardiovascular,"255. Chetta A, Rampello A, Marangio E, et al. Cardiorespiratory response to walk",hard
ramping,递增,1,physiology,"In response to these limitations, modifications of the Bruce protocol and other ",hard
randomized controlled trial,随机对照试验,32,cardiovascular,Effects of different doses of physical activity on cardiorespiratory fitness amo,easy
randomized-controlled,随机对照,1,cardiovascular,Effects of different doses of physical activity on cardiorespiratory fitness amo,hard
range of motion,关节活动范围,36,musculoskeletal,"However, voluntary strength was enhanced by lifting heavier loads (≥80% one-repe",easy
rapid-acting,速效的,1,musculoskeletal,"Synthetic, rapid-acting insulin analogs (i.e., lispro, aspart, and glulisine) in",hard
ratchet-like,棘轮样,1,rehabilitation,"Rigidity is an increase in tone, often with a ratchet-like quality called cogwhe",hard
rate-adaptive,rate-adap的,1,physiology,"The different types of pacemakers include the following:  Rate-responsive (i.e.,",hard
rate-modulated,速率调节的,1,physiology,"The different types of pacemakers include the following:  Rate-responsive (i.e.,",hard
rate-perceived,自觉速率,1,cardiovascular,Heart rate-perceived exertion relationship during exercise in orthotopic heart t,hard
rate-pressure,心率血压,11,rehabilitation,Rate-Pressure Product Rate-pressure product (also known as double product) is ca,hard
rate-pressure product,心率血压乘积,9,cardiovascular,Rate-Pressure Product Rate-pressure product (also known as double product) is ca,hard
rate-responsive,rate-respons的,1,physiology,"The different types of pacemakers include the following:  Rate-responsive (i.e.,",hard
rating of perceived exertion,主观用力感觉评级,21,cardiovascular,Application of the repetitions in reserve-based rating of perceived exertion sca,easy
rct,随机对照试验,2,assessment,Effects of different doses of physical activity on cardiorespiratory fitness amo,hard
real-time,实时,2,prescription,"Open-circuit respirometry: real-time, laboratory-based systems.",hard
recent-onset,recent发病,1,prescription,Early physical therapy vs usual care in patients with recent-onset low back pain,hard
reciprocal,reciproc的,1,rehabilitation,populations (23–25). SCT is based on the principle of reciprocal,hard
recreational athlete,业余运动员,1,cardiovascular,,hard
reductase,还原酶,1,physiology,"Statin drugs, also known as hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase",hard
reduction,减少,57,physiology,Although dizziness or syncope shortly after cessation of exercise should not be ,easy
reductions,减少,19,physiology,risk reductions (57). Emerging evidence suggests that PA accumulated in bouts of,medium
rehabil,康复,118,cardiovascular,J Sport Rehabil.,easy
rehabilitating,康复中,1,cardiovascular,These findings may be important for individuals who are rehabilitating an injury,hard
rehabilitation-evidence,rehabilitation-evid状态,1,cardiovascular,Spinal Cord Injury Rehabilitation Evidence: https://scireproject.com/evidence/re,hard
reimbursement,reimburse过程,1,rehabilitation,"In addition, individuals with peripheral artery disease (PAD) have recently been",hard
relapsing-remitting,复发缓解型,2,cardiovascular,People with MS are described as having relapsing remitting MS if they experience,hard
relative contraindication,相对禁忌证,9,prescription,bThe Canadian guideline specifies triplets and higher as an absolute contraindic,hard
rer,呼吸交换率,6,physiology,The CPET provides additional data that are not available without expired gas ana,medium
research-based,research基础的,1,physiology,This will likely continue due to physician familiarity and the breadth of resear,hard
reserve-based,reserve基础的,1,physiology,Application of the repetitions in reserve-based rating of perceived exertion sca,hard
resistance-based,抗阻为基础的,5,physiology,Resistance-Based Interval Training: barbell complex — five repetitions of the,hard
resistance-trained,抗阻训练的,3,physiology,The minimum effective training dose required to increase 1RM strength in resista,hard
respir,呼吸,45,physiology,chronic respiratory disease. Eur Respir J. 2014;44(6):1428–46.,easy
respiration,呼吸,8,physiology,"Practically, as the athlete exhales greater and greater levels of carbon dioxide",medium
respiratory,呼吸的,62,physiology,Performance of exercise at this level of physical exertion depends on the integr,easy
respiratory compensation point,呼吸代偿点,1,cardiovascular,"of the lactate threshold, ventilatory threshold, and respiratory compensation po",hard
respirology,呼吸病学,5,physiology,the Thoracic Society of Australia and New Zealand. Respirology. 2014;19(1):38–46,medium
respirometry,呼吸测量法,1,musculoskeletal,"Open-circuit respirometry: real-time, laboratory-based systems.",hard
rest interval,休息间歇,16,prescription,Effects of rest interval duration in resistance training on mea- sures of muscul,hard
rest-redistribution,rest-redistribu过程,1,physiology,Rest redistribution: Short rest periods between each repetition.,hard
retinopathy,retinopathy病,6,cardiovascular,Resistance training should be encouraged for individuals with DM or prediabetes ,medium
retraining,复训,1,prescription,"techniques, breathing retraining techniques such as pursed lips breathing,",hard
revascularization,血运重建,5,physiology,Both are appropriate for individuals with or without a history of IHD being cons,hard
revisited,再探讨,2,fitness,"Oxygen uptake and endurance fitness in children, revisited.",hard
revisiting,再探讨,2,fitness,Revisiting age-predicted maximal heart rate: can it be used as a valid measure o,hard
rhabdomyolysis,横纹肌溶解症,1,musculoskeletal,Heat exhaustion is characterized by prominent fatigue and progressive weakness w,hard
rheumatoid arthritis,类风湿性关节炎,13,musculoskeletal,The two most common forms of arthritis are OA and rheumatoid arthritis (RA).,hard
rheumatology,风湿病学,22,physiology,The American College of Rheumatology (ACR) published the first diagnostic criter,easy
rhinology,rhin学,1,cardiovascular,Rhinology. 2014;53(1):99–106.,hard
risk stratification,风险分层,16,prescription,Risk Stratification for Individuals with Clinical Conditions and Medical Fitness,hard
rmr,静息代谢率,1,metabolism,"This value has been used for the resting metabolic rate (RMR) for many years (7,",hard
rockport,Rockport步行试验,5,physiology,"For example, the Rockport One-Mile Fitness Walking Test could be better suited f",medium
rom,关节活动范围,72,musculoskeletal,Principles Muscle function tests are very specific to the muscle group and joint,easy
rpe,主观用力感觉,72,cardiovascular,Application of the repetitions in reserve-based rating of perceived exertion sca,easy
rpes,自觉用力程度,1,cardiovascular,"The correlation between RPE and indicators of exercise intensity is strong, but ",hard
runner-hours,跑步者小时,1,physiology,(128) studied over 10 million marathon and half-marathon runners and identified ,hard
rural-urban,城乡,1,physiology,"Prevalence of meeting aerobic, muscle- strengthening, and combined physical acti",hard
sarcoidosis,sarcoidosis症,3,physiology,"These disorders include IPF, asbestosis, sarcoidosis, and drug-induced pneumonit",hard
sarcopenia,肌少症,22,cardiovascular,“Healthy adults” was operational- ized as humans (≥18-yr old) with no defined di,easy
schematic,schemat的,1,physiology,FIGURE 2—Schematic representation of the modes of RT and the outcomes that are p,hard
scholarship-doctoral,scholarship-doctor的,1,physiology,was supported by an Alexander Graham Bell Canada Graduate Scholarship-Doctoral.,hard
school-aged,学龄的,5,physiology,Systematic review of sedentary behaviour and health indicators in school-aged ch,hard
school-based,school基础的,1,physiology,"In school-based settings, the FITNESSGRAM test battery may be used to assess the",hard
sci,脊髓损伤,278,musculoskeletal,and Physical Performance in Healthy Adults: An Overview of Reviews. Med. Sci. Sp,easy
scientific-report,科学报告,1,musculoskeletal,"Beyond attenuating chronic disease risks, additional conclusions regarding the b",hard
sclerosis,硬化,60,physiology,Resistance training improves strength and functional capacity in persons with mu,easy
scoliosis,scoliosis症,1,musculoskeletal,"■ Restrictive chest wall disease, (e.g., scoliosis or kyphosis)",hard
screen-based,screen基础的,1,cardiovascular,Emerging evidence also suggests that sedentary behavior and screen-based activit,hard
screen-time,屏幕时间,1,cardiovascular,"Expert panels from the National Heart, Lung, and Blood Institute (NHLBI) and the",hard
second-edition,第二版,5,metabolism,"Faulkner, PhD, FACSM, Co-chair Second Edition, 1980 R.",hard
sedentary behavior,久坐行为,47,physiology,SEDENTARY BEHAVIOR AND HEALTH Despite the well-known health benefits of regular ,easy
sedentary time,久坐时间,22,prescription,Association of sedentary time with mortality independent of moderate to vigorous,easy
self-aggression,self-aggres过程,1,physiology,"inappropriate behaviors (self-aggression, self-injury) (104). Moreover,",hard
self-confidence,self-confid状态,1,physiology,been shown to significantly increase mood and self-confidence in this,hard
self-control,自控,3,physiology,Another important concept in SCT is self-regulation or self-control.,hard
self-determination,自我决定,17,cardiovascular,Allowing individuals to self-select frequency and time may differentially influe,hard
self-determined,自我决定的,3,cardiovascular,Self-determined: Goals should be developed primarily by the individual.,hard
self-efficacy,自我效能,38,physiology,"Functional self-efficacy, perceived gait ability and perceived exertion in walki",easy
self-esteem,自尊,1,physiology,"This avoidance has negative consequences both physically (i.e., loss of strength",hard
self-evaluations,自我评价,1,physiology,The role of self-determined motivation in the understanding of exercise-related ,hard
self-guided,自我指导的,6,physiology,The PAR-Q+ may be used as a self-guided exercise preparticipation health screeni,hard
self-inducing,自我诱导,2,assessment,The practice of self-inducing AD is termed boosting and has been used to induce ,hard
self-initiation,self-initia过程,1,physiology,enhancing sense of choice and self-initiation of activities to build feelings,hard
self-injury,自伤,1,physiology,"inappropriate behaviors (self-aggression, self-injury) (104). Moreover,",hard
self-management,自我管理,3,physiology,"Optimal treatment of arthritis features a multidisciplinary approach, which incl",hard
self-mobility,self-mobil性质,1,physiology,Self-mobility with limitations; wheeled mobility used,hard
self-modeling,自我建模,1,physiology,"Types of video modeling include basic video modeling, video self-modeling, point",hard
self-monitor,自我监测,1,physiology,"Self-regulation/self-control is an individual’s ability to set goals, monitor pr",hard
self-monitored,自我监测的,1,physiology,Comparison of effects of supervised versus self-monitored training programmes in,hard
self-monitoring,自我监测,12,physiology,"PA apps are widely available and, as discussed in the “Self-Monitoring” section,",hard
self-paced,自定节奏的,4,metabolism,Exercise professionals and clinicians should screen each person carefully and fa,hard
self-perceived,自我感知的,2,cardiovascular,"More recently, the Lifestyle Interventions and Independence for Elders (LIFE) st",hard
self-propelled,自推进的,1,cardiovascular,Cycle ergometers also require additional focus and attention in order for the ap,hard
self-ratings,自评,1,physiology,"response to exercise, self-ratings of affect or of the",hard
self-regulation,自我调节,7,physiology,Teach individuals with fibromyalgia to adjust exercise intensity according to th,hard
self-report,自我报告,5,prescription,Current estimates (from self-report) are that only ~30% of American adults compl,hard
self-reported,自我报告的,7,prescription,Adult self-reported and objectively monitored physical activity and sedentary be,hard
self-responsibility,self-responsibil性质,1,physiology,"These efforts should be complemented by making self-responsibility (e.g., meetin",hard
self-reward,自我奖励,1,physiology,"Self-regulation/self-control is an individual’s ability to set goals, monitor pr",hard
self-screening,自我筛查,1,cardiovascular,self-screening tool should be completed by any individual wishing to initiate an,hard
self-select,自选,2,physiology,Allowing individuals to self-select frequency and time may differentially influe,hard
self-selected,自我选择的,3,physiology,"In addition, because the individual walks at a self-selected pace, a field walki",hard
self-selecting,自我选择的,3,physiology,Self-selecting the intensity of exercise can be helpful for individuals to start,hard
self-worth,自我价值,1,physiology,"and fitness levels, low physical self-worth, and limited aerobic training",hard
sem,测量标准误,13,assessment,"TABLE 12.5 • Most Common Exercise Barriers (83), Relevant Theories, and Potentia",medium
seminal,semin的,1,cardiovascular,health and preventing and treating chronic disease. These seminal works,hard
semirecumbent,semirecumb的,2,cardiovascular,Cycle ergometry (work rate increase of 5–10 W ∙ min−1 or 20 W per stage) and dua,hard
semitandem,半串联,1,cardiovascular,"of support (e.g., two-legged stand, semitandem stand, tandem stand, one-",hard
semmence,semm状态,1,assessment,"Morris JN, Clayton DG, Everitt MG, Semmence AM, Burgess EH.",hard
senior fitness,老年体适能,10,fitness,National Council on Aging. Senior Fitness & Exercise Programs [Internet].,hard
senior fitness test,老年体适能测试,8,fitness,TABLE 6.3 • Commonly Used Physical Performance Tests Measure and Description Adm,hard
sensitive,敏感的,4,fitness,"For strength training involving use of selectorized machines or free weights, in",hard
sensitivity,敏感性,38,fitness,"Outcome data were tabulated as collected, and no sensitivity analyses were condu",easy
set,组,62,prescription,"Training to momentary muscle fatigue, equipment type, exercise complexity, set s",easy
seven-site,seven部位,2,fitness,"Seven-site formula (chest, midaxillary, triceps, subscapular, abdomen,",hard
shelf-transfer,架子转移,1,physiology,The gallon-jug shelf-transfer test: an instrument to evaluate deteriorating func,hard
short-acting,短效的,2,musculoskeletal,Use of short-acting bronchodilators may be necessary before or after exercise to,hard
short-duration,short-dura过程,2,physiology,Short-duration clinical experiments have demonstrated that prolonged sitting eli,hard
short-term,短期的,15,physiology,"Effects of short-term strength training on body composition, muscle strength and",hard
single-chambered,单腔的,1,metabolism,Single-chambered pacemakers that have only one lead placed into the,hard
single-component,single-compon的,1,metabolism,"In fact, the evidence suggests that the benefits of multicomponent exercise to p",hard
single-dimension,single-dimen过程,1,metabolism,"However, there is insufficient evidence for any benefit of emphasizing single-di",hard
single-frequency,single-frequ状态,1,prescription,Reliance on the results from empirical linear regression models is a limitation ,hard
single-joint,单关节,7,metabolism,"versus free-weight RT (100), single-joint versus multi-",hard
single-stage,单阶段的,6,metabolism,Cycle Ergometer Tests The Åstrand-Ryhming cycle ergometer test is a single-stage,hard
single-step,单步,1,metabolism,Åstrand and Ryhming (103) used a single-step height of 33 cm (13 in) for women a,hard
single-task,单任务,2,metabolism,"Moreover, multicomponent activities that can be incorporated into the daily rout",hard
single-trained,single训练的,1,metabolism,The paradigms of FES necessary to evoke muscle activation may vary from a single,hard
sit,冲刺间歇训练,11,fitness,Box 1.3 The Primary Physical Activity Recommendations for Adults from the Physic,medium
sit-and-reach,坐位体前屈,8,fitness,"Rather than providing an angular measurement, the sit-and-reach test is an indir",hard
sit-to-stand,坐站,7,fitness,Relationship of sit-to-stand lower-body power with functional fitness measures a,hard
sit-to-stands,坐站,1,fitness,"Tests of functional strength, such as the number of sit-to-stands performed in 3",hard
sit-up,仰卧起坐,1,fitness,Relations of sit-up and sit-and-reach tests to low back pain in adults.,hard
sit-ups,仰卧起坐,1,fitness,"jumping rope, swimming, dancing, bicycling, and sports such as soccer, basketbal",hard
site,部位,21,fitness,Direct URL citations appear in the printed text and are provided in the HTML and,easy
site-specific,site特异性的,1,cardiovascular,The associations of sitting time and physical activity on total and site-specifi,hard
sites,部位,29,fitness,"To this effect, in this edition, text descriptions have been minimized; more tab",easy
sits,坐,1,fitness,"After stepping is completed, the individual immediately sits down, and HR is cou",hard
sitting,久坐,40,fitness,"To clarify, sedentary behavior is defined as any behavior characterized by an en",easy
situation,情况,7,fitness,The application of this information in a partic- ular situation remains the prof,medium
situational,situation的,1,fitness,"While continuous pulse oximetry is typically not necessary, frequent checks of a",hard
situations,情况,15,fitness,"In situations where an HR monitor or ECG is unavailable, it may be necessary to ",medium
skill-related,技能相关的,7,physiology,These attributes or characteristics are commonly separated into health- and skil,hard
skill-related fitness,技能相关体适能,1,fitness,"development of motor skills, skill-related fitness, social functioning, and",hard
skinfold thickness,皮褶厚度,2,assessment,Body fat percentage determined from skinfold thickness measurements correlates w,hard
small-sided,小场地的,1,musculoskeletal,Adequate supports should therefore be provided to individuals with ASD when orga,hard
social model,社会模式,2,rehabilitation,,hard
social-support,社会支持,1,assessment,"Incorporation of behavioral strategies such as social support, self- efficacy, t",hard
society-unified,统一学会,1,assessment,The standard clinical scale for assessing PD is the Movement Disorder Society Un,hard
sodium-containing,含钠的,1,physiology,Sodium-containing beverages or salted snacks will help retain fluid.,hard
sometimes,有时,5,prescription,Individuals with SCI at or above the T6 level are likely to experience AD (sudde,medium
sphygmomanometer,血压计,3,cardiovascular,"sphygmomanometer, skinfold caliper) has been calibrated according to",hard
spinal,脊髓的,74,physiology,Examples of resistance training exercises that address opposing muscle groups ar,easy
spinal cord injury,脊髓损伤,42,musculoskeletal,Med Sci Sports Exerc.,easy
spinally,脊髓地,1,physiology,spinally mediated reflex response called the mass reflex that can be a life-thre,hard
spirometric,肺量测量的,1,musculoskeletal,The testing should be accompanied by a spirometric evaluation of the change in f,hard
spirometry,肺量测定法,5,musculoskeletal,Open circuit spirometry is used to measure V∙ O2max during a graded incremental ,medium
spondylitis,脊柱炎,5,physiology,Individuals with LBP can be classified into one of three broad categories: (a) L,medium
spondyloarthropathies,脊柱关节病,1,assessment,"atherosclerosis (4,5). Other common rheumatic diseases include gout, spondyloart",hard
sport-related,sport相关的,1,physiology,"for sport-related injuries, with the highest rates found in children between the",hard
sport-specific,sport特异性的,3,cardiovascular,"Other equations have been published that are sex, age, race, fat, and sport spec",hard
sports-related,sports相关的,3,fitness,"It should be noted that these rates, although low, included all sports-related n",hard
spring-loaded,弹簧加载的,2,rehabilitation,"If a Gulick-type spring-loaded tape measure is used, the handle should be extend",hard
st-segment,ST段,29,physiology,"Two years ago, she had a drug- eluting stent placed in her left anterior descend",easy
stage-based,stage基础的,1,metabolism,"Stage-based interventions, across various groups and populations, have been effe",hard
stage-specific,stage特异性的,1,cardiovascular,progression through the stages can be facilitated by the use of stage-specific,hard
stage-tailored,分阶段定制的,3,metabolism,Determine stage of change and provide stage-tailored counseling.,hard
stand-alone,独立的,2,physiology,"Body weight-supported RT was a portion of some reviews, but was not studied as a",hard
static stretching,静态拉伸,30,prescription,"Low-to-moderate intensity flexibility exercises, such as static stretching, may ",easy
stay-certified,保持认证,1,physiology,https://www.acsm.org/get-stay-certified/get-certified/prepare-for-,hard
steady-state,稳态,3,physiology,The most accurate estimate of V∙ O2max is achieved from the HR response to subma,hard
stenosis,狭窄,15,cardiovascular,These data clearly indicate that the most common causes of SCD in young individu,medium
step-based,step基础的,1,physiology,Step-based physical activity metrics and cardiometabolic risk: NHANES 2005-2006.,hard
sternotomy,胸骨切开术,15,cardiovascular,Individuals with a Sternotomy The median sternotomy is the standard incision to ,medium
steroid,类固醇,1,physiology,"Cardiac and metabolic effects of anabolic- androgenic steroid abuse on lipids, b",hard
steroids,类固醇,2,physiology,"Additionally, the use of oral anabolic steroids has been associated with a 20%–7",hard
stethoscope,听诊器,7,cardiovascular,"HR can be determined using several techniques including pulse palpation, auscult",medium
stimulation-assisted,stimulation辅助,1,physiology,Oxygen consumption during functional electrical stimulation-assisted exercise in,hard
strateg-phys-act-guidelines,strateg-phys-act指南,1,physiology,Available from: http://www.health.gov.au/internet/main/publishing.nsf/Content/he,hard
strength-power,力量功率,1,physiology,Periodization and block periodization in sports: emphasis on strength-power trai,hard
strength-promoting,促进力量的,2,musculoskeletal,"Furthermore, participating in strength-promoting exercise reduces all-cause mort",hard
strength-related,strength相关的,1,physiology,"Skeletal muscle fiber type, resistance training, and strength-related performanc",hard
stress-related,stress相关的,1,physiology,An examination of the anxiolytic effects of exercise for people with anxiety and,hard
student-driven,student驱动的,1,physiology,Impact of a student-driven wellness program for individuals with disabilities on,hard
subepicardial,subepicardi的,1,cardiovascular,"Among individuals without prior MI, exercise-induced ST-segment elevation most o",hard
submaximal test,亚极量测试,9,prescription,"Some of the assumptions inherent in a submaximal test are more easily met (e.g.,",hard
submaximal-intent,submaximal-int的,1,physiology,Effects of maximal-versus submaximal-intent resistance training on functional ca,hard
subtracting,减去,1,musculoskeletal,"When using these equations to determine caloric expenditure, V∙ O2 should be use",hard
supraspinal,supraspin的,2,rehabilitation,"When there is no supraspinal sympathetic input to the heart (T1–T5), resting HR ",hard
sweat rate,出汗率,7,metabolism,Determining sweat rate (L ∙ h−1) by measuring body weight before and after exerc,hard
sweat sodium,汗液钠,1,metabolism,"electrolyte concentrations (64). However, water loss and significant sweat sodiu",hard
swimming-induced,游泳引起的,4,cardiovascular,Swimming-induced pulmonary edema (SIPE) is a rare cause of acute breathlessness ,hard
sympathomimetic,拟交感神经的,1,cardiovascular,sympathomimetic,hard
sympathomimetics,拟交感神经药,1,cardiovascular,Sympathomimetics,hard
symptom-based,symptom基础的,1,physiology,"After ongoing concerns with the 1990 criteria, the ACR published a symptom-based",hard
symptom-limited,症状限制性,34,cardiovascular,"In addition, the majority of these studies used symptom-limited maximal exercise",easy
symptom-limited test,症状限制性测试,1,cardiovascular,,hard
symptoms-causes,症状-原因,2,musculoskeletal,ONLINE RESOURCES Alzheimer’s Association: https://www.alz.org Mayo Clinic: https,hard
synovitis,synovitis炎,1,cardiovascular,"swelling (inflammation) of the joint lining (synovitis), damage to articular car",hard
systematic review,系统评价,280,assessment,Records were defined as a “systematic review” if they were titled as an evidence,easy
t-wave,T波,3,cardiovascular,■ If positive or nonspecific ECG changes in response to exercise are noted or no,hard
t1dm,1型糖尿病,23,physiology,Type 1 diabetes mellitus diagnosed at age 7 yr.,easy
t2dm,2型糖尿病,35,physiology,Recent evidence suggests that resistance training is as effective as aerobic tra,easy
tachycardia,心动过速,15,physiology,Palpitations or tachycardia Palpitations (defined as an unpleasant awareness of ,medium
talk test,说话测试,10,prescription,The talk test: a useful tool for prescribing and monitoring exercise intensity.,hard
tampa,坦帕,1,physiology,The effects of the A Matter of Balance Program on falls and physical risk of fal,hard
taper,减量训练,1,cardiovascular,"Effects are evident in programs lasting from 4 to 15+ wk; however, effects may t",hard
target heart rate,目标心率,2,physiology,"Also, the heart rate reserve method is a more accurate way of establishing a tar",hard
task-specific,task特异性的,1,cardiovascular,Determine task-specific self- efficacy.,hard
taxonomy,分类学,1,cardiovascular,The behavior change technique taxonomy (v1) of 93 hierarchically clustered techn,hard
technology,技术,9,cardiovascular,"Related strategies or interventions may include recommending community, home, or",medium
technology-delivered,技术交付的,1,cardiovascular,Technology-delivered interventions such as internet- based programs also hold pr,hard
telemetry,遥测,4,musculoskeletal,HR telemetry monitors with chest electrodes or radio telemetry have proven to be,hard
telephone-delivered,电话交付的,1,physiology,Telephone-delivered interventions for physical activity and dietary behavior cha,hard
tend,趋向,12,physiology,Protocols with fixed stepping rates and step heights tend to produce less accura,medium
tendency,倾向,3,physiology,The primary characteristics of individuals with T1DM are nearly absolute insulin,hard
tender,触痛的,2,physiology,The American College of Rheumatology (ACR) published the first diagnostic criter,hard
tenderness,tender状态,1,physiology,"Evaluation of the abdomen for bowel sounds, masses, visceromegaly, and tendernes",hard
tendinopathy,tendinopathy病,2,cardiovascular,Is there an association between tendinopathy and diabetes mellitus?,hard
tendon,肌腱,14,musculoskeletal,His only significant medical history is a series of overuse injuries to his shou,medium
tendons,肌腱,2,musculoskeletal,"In addition, compliance (i.e., tightness) of various other tissues such as ligam",hard
tends,倾向于,3,physiology,The frequently used (220 − age) HRmax equation tends to underpredict HRmax in ol,hard
tenodesis,肌腱固定术,3,cardiovascular,"Tenodesis (i.e., active wrist extensor-driven finger flexion) allows functional ",hard
tensiometers,张力计,1,musculoskeletal,Static or isometric strength can be measured conveniently using a variety of dev,hard
terminology,术语,6,cardiovascular,PHYSICAL ACTIVITY AND FITNESS TERMINOLOGY PA and exercise are often used interch,medium
test-retest,重测,3,physiology,Test-retest reliability of the 20-sec Wingate test to assess anaerobic power in ,hard
test-retest reliability,重测信度,2,assessment,Test-retest reliability of the 6-minute walk test in individuals with Down syndr,hard
testing-1999,1999年测试,1,physiology,Guidelines for methacholine and exercise challenge testing-1999.,hard
tetraplegia,四肢瘫,14,musculoskeletal,Incomplete injuries are the most frequent neurological classification (45.8% and,medium
theory-based,theory基础的,3,physiology,Promoting physical activity: development and testing of self-determination theor,hard
therapeutics,治疗学,1,cardiovascular,Neuroprotection and neurorestoration as experimental therapeutics for Parkinson’,hard
therapist,治疗师,5,physiology,Introduction to the GRADE approach for guideline development: considerations for,medium
therapists,治疗师,2,physiology,"physiologists, nurses, physical therapists, and physician assistants. This shift",hard
thermoneutral,thermoneutr的,1,physiology,The thermoneutral zone: implications for metabolic studies.,hard
thermoregulation,体温调节,11,physiology,EXERCISE IN HOT ENVIRONMENTS The body’s mechanisms for thermoregulation occur th,hard
thermoregulatory,体温调节的,8,physiology,"Because of immature thermoregulatory systems, youth are at greater risk of heat-",hard
third-degree,third度,3,metabolism,"Sustained ventricular tachycardia or other arrhythmia, including second- or thir",hard
third-party,第三方,1,physiology,"Additionally, in efforts to improve public safety, mandates for certification by",hard
three-site,三部位的,4,fitness,"Three-site formula (chest, triceps, subscapular)",hard
three-year,三年的,1,metabolism,obstructive pulmonary disease. Three-year follow-up. Am J Respir Crit,hard
thromb,血栓,1,musculoskeletal,Thromb Res. 2008;122(1):77–84.,hard
thromboembolism,血栓栓塞,1,musculoskeletal,thromboembolism,hard
thrombogenicity,thrombogenic性质,1,musculoskeletal,"Moreover, plaque rupture may be induced somewhat spontaneously via increased fib",hard
thrombophlebitis,thrombophlebitis炎,1,musculoskeletal,Acute thrombophlebitis,hard
thrombosis,血栓形成,4,musculoskeletal,Unilateral edema of a limb often results from venous thrombosis or lymphatic blo,hard
thyroid,甲状腺,3,physiology,"disease, cystic fibrosis, diabetes mellitus, thyroid disease, human immunodefici",hard
thyroiditis,thyroiditis炎,1,metabolism,"Other metabolic conditions, such as acute thyroiditis, hypokalemia,",hard
thyrotoxicosis,thyrotoxicosis症,1,physiology,Palpitations also often result from anxiety states and high cardiac output (or h,hard
thysmography,thysmography成像/描记法,1,physiology,Air displacement ple–thysmography and dual-energy x-ray absorptiometry (DXA) met,hard
time under tension,张力持续时间,6,prescription,"Training to momentary muscle fatigue, equipment type, exercise complexity, set s",hard
time-based,time基础的,1,prescription,Criterion-related validity of the distance- and time-based walk/run field tests ,hard
time-dependent,time-depend的,1,cardiovascular,Altitude acclimatization consists of physiologic adaptations that develop in a t,hard
time-series,时间序列,1,prescription,Comorbidity clusters in autism spectrum disorders: an electronic health record t,hard
time-under-tension,time-under-ten过程,1,prescription,"Training to momentary muscle fatigue, equipment type, exercise complexity, set s",hard
timed up and go,起立-行走计时测试,4,prescription,Timed up and go tests in cardiac rehabilitation: reliability and comparison with,hard
timodal,timod的,1,physiology,Effectiveness of mul- timodal training on functional capacity in frail older peo,hard
tomography,断层扫描,4,physiology,"Prediction of the deleterious visceral adipose tissue volume, as correlated with",hard
tools-resources,工具资源,1,physiology,https://www.healthypeople.gov/2020/tools-resources/evidence-based-,hard
torso-placed,躯干放置的,1,metabolism,"However, torso-placed limb leads should be noted for all ECG tracings to avoid m",hard
trainerr-ball,训练球,3,physiology,"ACSM-CPT, ACSM Certified Personal TrainerR-ball; AED, automated external defibri",hard
training-based,training基础的,1,physiology,The effects of exclusively re- sistance training-based supervised programs in pe,hard
training-mediated,训练介导的,1,physiology,Neither load nor systemic hormones determine resistance training-mediated hypert,hard
trans-adults-united-states,美国跨性别成人,1,physiology,Available from: https://williamsinstitute.law.ucla.edu/publications/trans-adults,hard
transition,过渡期,8,fitness,Dynamic or slow movement stretching involves a gradual transition from one body ,medium
transitional,过渡性的,5,fitness,"Vigorous exercise is associated with the greatest risk, and much of that risk is",medium
transitioned,过渡的,1,fitness,Slow and steady disease progression that transitioned from,hard
transitioning,过渡中,1,fitness,symptoms when transitioning to standing. This is particularly common in individu,hard
transitions,过渡,1,fitness,Box 12.2 Example Strategies to Facilitate Stage Transitions Precontemplation → C,hard
transmission-based,transmission基础的,1,cardiovascular,"standard precautions, transmission-based precautions should be used for individu",hard
treadmill-based,treadmill基础的,1,cardiovascular,TABLE 3.8 • Treadmill-Based Cardiorespiratory Fitness,hard
treatment-related,treatment相关的,3,physiology,*Cancer survivors for whom the Ex Rx may be individualized include those with me,hard
troponin,肌钙蛋白,1,physiology,Stable or falling creatine kinase and troponin values,hard
trunk-curl,躯干卷曲,1,physiology,Validity and reliability of a bench trunk-curl test of abdominal endurance.,hard
trunk-stabilizing,躯干稳定,1,cardiovascular,Muscular strength training sessions from a seated position in the wheelchair sho,hard
tuberculosis,tuberculosis症,2,physiology,Consider the use of disposable mouth pieces and proper sterilization of all nond,hard
tug,起立-行走计时测试,6,assessment,Timed Up-and-Go The impacts of RT versus CTRL and distinct RTx variables on time,medium
tug-of-war,拔河,1,assessment,"tug-of-war), or",hard
tugwell,塔格韦尔,1,assessment,"Brosseau L, MacLeay L, Robinson V, Wells G, Tugwell P.",hard
twelve-month,十二个月,1,physiology,Twelve-month and lifetime prevalence and lifetime morbid risk of anxiety and moo,hard
twenty-first,第二十一,1,physiology,"Prevalence, comorbidity, and service utilization for mood disorders in the Unite",hard
type,类型,217,cardiovascular,"Training to momentary muscle fatigue, equipment type, exercise complexity, set s",easy
type 1 diabetes,1型糖尿病,16,cardiovascular,Type 1 diabetes mellitus diagnosed at age 7 yr.,hard
